program_id,name,person_url
208,Tim McCreight ? to present,http://www.temple.edu/crafts/public_html/mjcc/local/history/p118.html
208,Alan Perry 1987 to present,http://www.temple.edu/crafts/public_html/mjcc/local/history/p145.html
1007,Ginna Sadler 1980 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p165.html
297,Robert C. Fisher 1975 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p54.html
298,Vitrice McMurry 1983 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p119.html
299,Pat Taylor 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p185.html
300,"Robert C. Fisher 1967 to 1968, 1970 and 1971",http://www.temple.edu:80/crafts/metalsdirectorypage/p54.html
300,Susan Ewing 1981 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p48.html
302,Klaus Kallenberger 1966 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p85.html
303,Brigid O'Hanrahan 1982 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p139.html
304,Mary A. Petrick 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p146.html
304,Claire Pfleger 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p147.html
306,Bruce Guiwits 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p71.html
307,Todd Hawkinson 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p77.html
307,Myrl Hein 1982 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p78.html
309,Richard Helzer 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p79.html
309,Kate Wagle 1981 to 1982,http://www.temple.edu:80/crafts/metalsdirectorypage/p197.html
311,Komelia H. Okim ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p208.html
311,Brian Meek 1994 to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p120.html
313,Harold Hasselschwert 1965 to 1990,http://www.temple.edu:80/crafts/metalsdirectorypage/p75.html
313,Chuck Evans 1972 to 197 8,http://www.temple.edu:80/crafts/metalsdirectorypage/p47.html
313,Thomas S. Madden 1986 to 1990,http://www.temple.edu:80/crafts/metalsdirectorypage/p110.html
313,Thomas Muir 1991 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p132.html
317,Lynn Duggan 1978 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p43.html
318,Lisa Lockman 1990 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p103.html
319,Carlyle Smith as a guest professor in the summer sessions of 1962 to 1979,http://www.temple.edu:80/crafts/metalsdirectorypage/p178.html
319,Patrice Case ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p21.html
319,Kate Wagle 1982 to 1988,http://www.temple.edu:80/crafts/metalsdirectorypage/p197.html
319,Lisa Norton 1989 to 1992,http://www.temple.edu:80/crafts/metalsdirectorypage/p137.html
319,Julia Barrelo 1992 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p9.html
324,Pamela E. Lins 1989 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p102.html
325,James Malenda 1976 to 1987,http://www.temple.edu:80/crafts/metalsdirectorypage/p111.html
325,Candace Gerbers Brey 1991 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p17.html
327,Joseph Cornett 1980 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p31.html
328,Dale Wedig 1983 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p198.html
329,Lee Hageman 1967 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p72.html
330,Susan Hamlet 1978 to 1988,http://www.temple.edu:80/crafts/metalsdirectorypage/p74.html
330,"Chris Ramsay 1986 to 1987, 1990 to present",http://www.temple.edu:80/crafts/metalsdirectorypage/p159.html
332,Lynda Watson-Abbott 1970 to 1995,http://www.temple.edu:80/crafts/metalsdirectorypage/p1.html
332,Nancy Megan Corwin 1984 to 1989,http://www.temple.edu:80/crafts/metalsdirectorypage/p33.html
332,Dawn E. Nakanishi ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p134.html
335,Norma Latta 1986 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p205.html
336,Christine Clark 1984 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p28.html
337,Anthony Lugo 1974 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p108.html
338,Mary Ann Scherr 1978 to 1988,http://www.temple.edu:80/crafts/metalsdirectorypage/p167.html
338,William Harper as a visiting professor in 1979,http://www.temple.edu:80/crafts/metalsdirectorypage/p73.html
338,Pamela E. Lins 1986 to 1991,http://www.temple.edu:80/crafts/metalsdirectorypage/p102.html
341,Leslie Leupp 1988 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p98.html
342,Majorie Schick 1967 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p168.html
343,Chris Ramsay 1989 to 1990,http://www.temple.edu:80/crafts/metalsdirectorypage/p159.html
343,Myra Mimlitsch Gray 1990 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p67.html
343,Robin Kraft 1994 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p90.html
343,Gene Pijanowski ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p148.html
347,"Alan Revere, Director of the Academy",http://www.temple.edu:80/crafts/metalsdirectorypage/p163.html
348,Curtis K LaFollette 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p93.html
349,Antonio Cirono ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p27.html
349,John Prip 1963 to 1980,http://www.temple.edu:80/crafts/metalsdirectorypage/p153.html
349,George Paul Van Duinwyk 1973 to 1974,http://www.temple.edu:80/crafts/metalsdirectorypage/p193.html
349,Louis Mueller 1977 to 2005,http://www.temple.edu:80/crafts/metalsdirectorypage/p130.html
349,Robin Quigley ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p157.html
354,Louis Mueller 1977 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p130.html
354,Robin Quigley ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p157.html
356,Philip Morton ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p127.html
356,John Prip 1948 to 1954,http://www.temple.edu:80/crafts/metalsdirectorypage/p153.html
356,Hans Christensen 1954 to 1983,http://www.temple.edu:80/crafts/metalsdirectorypage/p26.html
356,Svetovar Radakovich 1955 to 1958,http://www.temple.edu:80/crafts/metalsdirectorypage/p158.html
356,Albert Paley 1969 to 1972,http://www.temple.edu:80/crafts/metalsdirectorypage/p141.html
356,Gary Griffin 1974 to 1984,http://www.temple.edu:80/crafts/metalsdirectorypage/p70.html
356,Harlan Butt in 1975,http://www.temple.edu:80/crafts/metalsdirectorypage/p20.html
363,Bob Winston 1942 to 1956,http://www.temple.edu:80/crafts/metalsdirectorypage/p199.html
363,Martin Streich 1959 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p182.html
363,Marilyn DaSilva ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p39.html
363,Dawn E. Nakanishi part time since 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p134.html
367,Svetovar Radakovich 1958 to 1959,http://www.temple.edu:80/crafts/metalsdirectorypage/p158.html
367,Arlene Fisch 1961 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p52.html
367,David La Plantz 1970 to 1971,http://www.temple.edu:80/crafts/metalsdirectorypage/p94.html
367,Helen Shirk 1975 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p174.html
367,Harlan Butt 1975 to 1976,http://www.temple.edu:80/crafts/metalsdirectorypage/p20.html
367,Gene Pijanowski ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p148.html
367,Billie Jean Theide 1982 to 1983,http://www.temple.edu:80/crafts/metalsdirectorypage/p186.html
374,Imogene Gieling 1965 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p62.html
374,Dawn Nakanishi 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p134.html
376,Sara Sloan Stine 1987 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p181.html
377,John Prip 1960 to 1962,http://www.temple.edu:80/crafts/metalsdirectorypage/p153.html
378,Joseph Filkosky 1955 to 1999,http://www.temple.edu:80/crafts/metalsdirectorypage/p51.html
379,John D Wittersheim 1979 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p200.html
380,Earl Pardon 1951 to 1989,http://www.temple.edu:80/crafts/metalsdirectorypage/p142.html
380,Arline M. Fisch 1957 to 1961,http://www.temple.edu:80/crafts/metalsdirectorypage/p52.html
380,Sharon Church 1973 to 1976,http://www.temple.edu:80/crafts/metalsdirectorypage/p25.html
380,Susan Hamlet spring of 1981,http://www.temple.edu:80/crafts/metalsdirectorypage/p74.html
384,L. Brent Kington 1961 to 1997,http://www.temple.edu:80/crafts/metalsdirectorypage/p89.html
384,Mary Lee Hu 1968 to 1969,http://www.temple.edu:80/crafts/metalsdirectorypage/p82.html
384,Richard Mawdsley 1978 to 2005,http://www.temple.edu:80/crafts/metalsdirectorypage/p115.html
387,Nancy Moyer 1964 to 1966,http://www.temple.edu:80/crafts/metalsdirectorypage/p129.html
387,Beverly Penn 1990 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p144.html
389,Donald P. Taylor 1984 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p184.html
390,Thomas R Markusen 1968 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p112.html
390,Albert Paley 1972 to 1984,http://www.temple.edu:80/crafts/metalsdirectorypage/p141.html
392,Patrice Case ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p21.html
393,Kurt Matzdorf 1957 to 1985,http://www.temple.edu:80/crafts/metalsdirectorypage/p114.html
393,Bob Ebendorf 1971 to 1989,http://www.temple.edu:80/crafts/metalsdirectorypage/p44.html
393,Jamie Bennett 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p11.html
393,Fred Woell 1989 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p201.html
393,Myra Mimlitsch-Gray 1993 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p67.html
398,Robert Streppone 1979 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p183.html
399,Arthur Pulos 1955 to 1982,http://www.temple.edu:80/crafts/metalsdirectorypage/p155.html
399,Michael Jerry 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p84.html
399,John Marshall 1968 to 1970,http://www.temple.edu:80/crafts/metalsdirectorypage/p113.html
402,Karmien Bowman ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p15.html
403,Leslie Leupp ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p98.html
404,Alfred E. Green 1969 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/P68.html
405,William Harper 1974 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p73.html
405,Lisa Norton 1988 to 1989,http://www.temple.edu:80/crafts/metalsdirectorypage/p137.html
407,Lisa Norton 1992 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p137.html
408,Alvin Pine 1962 to 1996,http://www.temple.edu:80/crafts/metalsdirectorypage/p152.html
408,Dieter Muller-Stach 1968 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p131.html
410,Mary Ann Scherr 1969 to 1972,http://www.temple.edu:80/crafts/metalsdirectorypage/p167.html
410,Robin Kraft part time from 1992 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p90.html
412,Hiroko Sato-Pijanowski 1986 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p149.html
412,Gene Pijanowski 1991 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p148.html
412,Thomas S. Madden 1991 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p110.html
415,Michael Lacktman ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p92.html
415,Thelma Coles 1978 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p29.html
417,Rachelle Thiewes 1976 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p187.html
418,Dr. Nancy Moyer 1969 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p129.html
419,Michael Croft 1965 to 1972,http://www.temple.edu:80/crafts/metalsdirectorypage/p36.html
419,Michael Lacktman 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p92.html
419,Claire Pfleger 1978 to 1984,http://www.temple.edu:80/crafts/metalsdirectorypage/p147.html
419,Kate Wagle 1988 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p197.html
423,John Fix 1967 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p55.html
424,William Derreuvere 1971 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p41.html
425,Stanley Lechtzin 1962 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p97.html
425,Elliot Pujol 1971 to 1973,http://www.temple.edu:80/crafts/metalsdirectorypage/p154.html
425,Vickie Sedman 1974 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p170.html
425,Daniella Kerner 1977 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p88.html
429,Dr. Helen Bonzelaar 1967 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p14.html
430,Charles Loloma 1959 to 1961,http://www.temple.edu:80/crafts/metalsdirectorypage/p105.html
430,Bob Winston 1964 to 1968,http://www.temple.edu:80/crafts/metalsdirectorypage/p199.html
430,Michael Croft 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p36.html
433,Val J. Link 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p101.html
434,Arthur Pulos 1946 to 1955,http://www.temple.edu:80/crafts/metalsdirectorypage/p155.html
434,Robert Von Neumann 1955 to 1984,http://www.temple.edu:80/crafts/metalsdirectorypage/p196.html
434,Alan Mette 1981 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p122.html
434,Billie Jean Theide 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p186.html
438,Chunghi Choo 1968 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p23.html
438,Barbara Nilausen-k 1991 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p136.html
440,Carlyle Smith 1947 to 1977,http://www.temple.edu:80/crafts/metalsdirectorypage/p178.html
440,Klaus Kallenberger 1965 to 1966,http://www.temple.edu:80/crafts/metalsdirectorypage/p85.html
440,Robert Montgomery ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p126.html
440,Olli Peter Valanne 1974 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p192.html
440,Jon Havener 1977 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p76.html
445,Carol Kumata ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p91.html
446,Arline Fisch 1975 to 1976,http://www.temple.edu:80/crafts/metalsdirectorypage/p52.html
446,J. Fred Woell 1976 to 1985,http://www.temple.edu:80/crafts/metalsdirectorypage/p201.html
446,Jaimie Bennett 1978 to 1985,http://www.temple.edu:80/crafts/metalsdirectorypage/p11.html
446,Alan Burton Thompson 1987 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p214.htm
446,Susan Hamlet 1988 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p74.html
451,Philip Morton 1948 to 1961,http://www.temple.edu:80/crafts/metalsdirectorypage/p127.html
452,Ellen Rose-Auyong 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p4.html
453,Harlan Butt 1976 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p20.html
454,Arthur Pulos 1939 to 1941,http://www.temple.edu:80/crafts/metalsdirectorypage/p155.html
454,Nancy Megan Corwin 1989 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p33.html
454,Kate Wagle 1994 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p197.html
457,Kent Lamar 1975 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p95.html
457,Hollis Howard 1978 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p81.html
459,Linda L. Ryan 1982 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p164.html
460,David Keens 1974 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p87.html
461,Ruth Pennington 1928 to 1969,http://www.temple.edu:80/crafts/metalsdirectorypage/p210.html
461,John Marshall 1975 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p113.html
461,Mary Lee Hu 1980 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p82.html
461,Lynne Hull 1985 to 1986,http://www.temple.edu:80/crafts/metalsdirectorypage/p83.html
465,Arthur Vierthaler 1946 to 1976,http://www.temple.edu:80/crafts/metalsdirectorypage/p195.html
465,Fred Fenster 1962 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p49.html
465,Eleanor Moty 1972 to 2000,http://www.temple.edu:80/crafts/metalsdirectorypage/p128.html
465,Mary Lee Hu 1976 to 1977,http://www.temple.edu:80/crafts/metalsdirectorypage/p82.html
465,Martha Glowacki ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p66.html
470,Robert Pum 1969 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p156.html
470,Donald P. Taylor 1972 to 1978,http://www.temple.edu:80/crafts/metalsdirectorypage/p184.html
472,Thomas P. Muir 1985 to 1991,http://www.temple.edu:80/crafts/metalsdirectorypage/p132.html
472,Thomas S. Madden 1992 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p110.html
474,Marcia Lewis 1973 to 1975,http://www.temple.edu:80/crafts/metalsdirectorypage/p100.html
474,Linda Threadgill ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p209.html
476,Nancy Thompson 1969 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p189.html
477,Heikka Seppa 1965 to 1992,http://www.temple.edu:80/crafts/metalsdirectorypage/p172.html
477,John Baltrusunas part time from 1972 to 1992,http://www.temple.edu:80/crafts/metalsdirectorypage/p7.html
479,Phillip Fike 1953 to 1997,http://www.temple.edu:80/crafts/metalsdirectorypage/p50.html
480,Barney Brienza 1971 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p18.html
481,Romona Solberg 1956 to 1967,http://www.temple.edu:80/crafts/metalsdirectorypage/p179.html
481,Ken Cory 1972 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p34.html
481,Keith A. Lewis 1993 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p99.html
484,Steven C. Ortiz as a visiting artist in 1995,http://www.temple.edu:80/crafts/metalsdirectorypage/p140.html
485,Jew Freyaulenhoven in 1972,http://www.temple.edu:80/crafts/metalsdirectorypage/p57.html
1009,Phillip Carrizzi,http://www.temple.edu:80/crafts/metalsdirectorypage/s272.html
487,Charlotte Nichols 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p135.html
488,Kenneth Bates 1927 to 1968,http://www.temple.edu:80/crafts/metalsdirectorypage/p10.html
488,John Paul Miller 1946 to 1983,http://www.temple.edu:80/crafts/metalsdirectorypage/p124.html
488,Frederick Miller 1947 to 1975,http://www.temple.edu:80/crafts/metalsdirectorypage/p123.html
488,Arthur Pulos as a visiting professor in the summer sessions of 1949 and 1953,http://www.temple.edu:80/crafts/metalsdirectorypage/p155.html
488,Jon Havener 1976 to 1977,http://www.temple.edu:80/crafts/metalsdirectorypage/p76.html
488,Kathy Buszkiewicz 1983 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p19.html
488,William Harper as a visiting professor in 1984 to 1985,http://www.temple.edu:80/crafts/metalsdirectorypage/p73.html
488,Lisa Norton 1987 to 1988,http://www.temple.edu:80/crafts/metalsdirectorypage/p137.html
488,Matthew Hollern 1989 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p80.html
497,Kathleen Malec Kamal 1994 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p86.html
498,David La Plantz 1969 to 1970,http://www.temple.edu:80/crafts/metalsdirectorypage/p94.html
498,Nilda Getty 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p61.html
498,Bruce Metcalf 1977 to 1978,http://www.temple.edu:80/crafts/metalsdirectorypage/p121.html
501,Jeff Georgantes 1987 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p60.html
502,Harry Bertoia 1939 to 1943,http://www.temple.edu:80/crafts/metalsdirectorypage/p13.html
502,Richard Thomas 1948 to 1984,http://www.temple.edu:80/crafts/metalsdirectorypage/p188.html
502,Gary S Griffin 1984 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p70.html
505,Allan C. Fisher 1990 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p53.html
506,Harold O'Connor 1993 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p138.html
507,John E. Satterfield 1967 to 2000,http://www.temple.edu:80/crafts/metalsdirectorypage/p166.html
507,Linda Darty Smith 1990 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p38.html
509,David G. Logan 1979 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p104.html
510,Robert Coogan 1981 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p30.html
511,Tim Glotzbach 1980 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p65.html
512,Thomas S. Madden 1990 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p110.html
513,Gregory P. Senn 1986 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p171.html
514,Gene Bahling 1969 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p5.html
515,Enzo Torcoletti 1971 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p191.html
516,William Lattimer 1965 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p96.html
517,Charles Loloma 1954 to 1958,http://www.temple.edu:80/crafts/metalsdirectorypage/p105.html
517,Bob Winston ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p199.html
517,David Pimentel 1973 to 2004,http://www.temple.edu:80/crafts/metalsdirectorypage/p151.html
520,Jew Freyaulenhoven 1973 to 1981,http://www.temple.edu:80/crafts/metalsdirectorypage/p57.html
520,Richard Mafong ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p109.html
522,Geraldine Velasquez 1980 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p194.html
523,Leslie Leupp ? to ?,http://www.temple.edu:80/crafts/metalsdirectorypage/p98.html
523,Robert J. Pum in 1969,http://www.temple.edu:80/crafts/metalsdirectorypage/p156.html
525,Arch Gregory 1986 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p69.html
526,David LaPlantz 1971 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p94.html
527,Gail Dial 1974 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p42.html
528,Candace Gerbers Brey 1990 to 1993,http://www.temple.edu:80/crafts/metalsdirectorypage/p17.html
529,Alma Eikerman 1947 to 1978,http://www.temple.edu:80/crafts/metalsdirectorypage/p45.html
529,Randy Long 1983 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p106.html
531,Robert C. Fisher 1974 to 1975,http://www.temple.edu:80/crafts/metalsdirectorypage/p54.html
532,David La Plantz 1967 to 1968,http://www.temple.edu:80/crafts/metalsdirectorypage/p94.html
532,Lane Coulter 1989 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p32.html
534,John M. Church 1970 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p24.html
535,Chuck Evans 1978 to 2001,http://www.temple.edu:80/crafts/metalsdirectorypage/p47.html
536,Ronald Wyancko 1972 to 2000,http://www.temple.edu:80/crafts/metalsdirectorypage/p203.html
537,Kenneth C. MacBain 1994 to Present,http://www.temple.edu:80/crafts/metalsdirectorypage/p275.html
537,Dr Elaine Foster 1967 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p56.html
539,Dr Elaine Foster 1967 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p56.html
540,Elliot Pujol 1973 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p154.html
541,Myra Mimlitsch Gray 1986 to 1989,http://www.temple.edu:80/crafts/metalsdirectorypage/p67.html
542,Mary Ann Scherr 1960 to 1976,http://www.temple.edu:80/crafts/metalsdirectorypage/p167.html
542,William Harper 1970 to 1973,http://www.temple.edu:80/crafts/metalsdirectorypage/p73.html
542,Rod McCormick 1978 to 1979,http://www.temple.edu:80/crafts/metalsdirectorypage/p117.html
542,George Paul Van Duinwyk 1979 to 1982,http://www.temple.edu:80/crafts/metalsdirectorypage/p193.html
542,Bruce Metcalf 1981 to 1991,http://www.temple.edu:80/crafts/metalsdirectorypage/p121.html
542,Robin Kraft part time from 1991 to 1994,http://www.temple.edu:80/crafts/metalsdirectorypage/p90.html
548,James Malenda 1987 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p111.html
549,Marcia Lewis 1978 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p100.html
550,Barry Stern 1985 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p180.html
551,Mark Baldridge 1972 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p6.html
552,Tim McCreight ? to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p118.html
552,Alan Perry 1987 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p145.html
554,Harold O'Conner in 1982,http://www.temple.edu:80/crafts/metalsdirectorypage/p138.html
555,Curtis K. LaFollette 1971 to 1972,http://www.temple.edu:80/crafts/metalsdirectorypage/p93.html
555,Bruce Metcalf 1979 to 1980,http://www.temple.edu:80/crafts/metalsdirectorypage/p121.html
555,Joseph Wood 1986 to present,http://www.temple.edu:80/crafts/metalsdirectorypage/p202.html
209,Ginna Sadler 1980 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p165.html
210,Robert C. Fisher 1975 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p54.html
213,Vitrice McMurry 1983 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p119.html
214,Pat Taylor 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p185.html
215,"Robert C. Fisher 1967 to 1968, 1970 and 1971",http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p54.html
215,Susan Ewing 1981 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p48.html
216,Klaus Kallenberger 1966 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p85.html
218,Brigid O'Hanrahan 1982 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p139.html
219,Mary A. Petrick 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p146.html
219,Claire Pfleger 1972 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p147.html
220,Bruce Guiwits 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p71.html
223,Todd Hawkinson 1985 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p77.html
223,Myrl Hein 1982 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p78.html
225,Richard Helzer 1970 to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p79.html
225,Kate Wagle 1981 to 1982,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p197.html
226,Komelia H. Okim ? to present,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p208.html
226,Brian Meek 1994 to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p120.html
575,Harold Hasselschwert 1965 to 1990,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p75.html
575,Chuck Evans 1972 to 197 8,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p47.html
